ar;val;kod;namn;summa_kategorier;rostberattigade_resultatfil;diff;kalla_fil
2010;rd;14801851;Lundby, Västra Eriksberg;1912;1912;0;slutligt_valresultat_valdistrikt_R.xls
2010;rd;14801852;Lundby, Södra Bräcke;1109;1109;0;slutligt_valresultat_valdistrikt_R.xls
2010;rd;14801853;Lundby, Norra Bräcke;1278;1278;0;slutligt_valresultat_valdistrikt_R.xls
2010;rd;14801854;Lundby, Kyrkbyn;1119;1119;0;slutligt_valresultat_valdistrikt_R.xls
2010;rd;14801855;Lundby, Norra Lundby;1033;1033;0;slutligt_valresultat_valdistrikt_R.xls
2010;rd;14801856;Lundby, Södra Lundby;1066;1066;0;slutligt_valresultat_valdistrikt_R.xls
2010;rd;14801857;Lundby, Östra Eriksberg;1608;1608;0;slutligt_valresultat_valdistrikt_R.xls
2010;rd;14801858;Lundby, Sannegården;1208;1208;0;slutligt_valresultat_valdistrikt_R.xls
2010;rd;14801911;Tuve-Säve, Tången;1177;1177;0;slutligt_valresultat_valdistrikt_R.xls
2010;rd;14801912;Tuve-Säve, Tuve;1588;1588;0;slutligt_valresultat_valdistrikt_R.xls
2010;rd;14801913;Tuve-Säve, Gunnestorp;1503;1503;0;slutligt_valresultat_valdistrikt_R.xls
2010;rd;14801914;Tuve-Säve, Glöstorp;1061;1061;0;slutligt_valresultat_valdistrikt_R.xls
2010;rd;14801915;Tuve-Säve, Norumshöjd;1291;1291;0;slutligt_valresultat_valdistrikt_R.xls
2010;rd;14801921;Tuve-Säve, Säve;1589;1589;0;slutligt_valresultat_valdistrikt_R.xls
2010;rd;14802011;Backa, Tingstad;1448;1448;0;slutligt_valresultat_valdistrikt_R.xls
2010;rd;14802012;Backa, Brunnsbo;1561;1561;0;slutligt_valresultat_valdistrikt_R.xls
2010;rd;14802013;Backa, Aröd;1793;1793;0;slutligt_valresultat_valdistrikt_R.xls
2010;rd;14802021;Backa, Södra Backa;1325;1325;0;slutligt_valresultat_valdistrikt_R.xls
2010;rd;14802022;Backa, Backa Röd;1530;1530;0;slutligt_valresultat_valdistrikt_R.xls
2010;rd;14802023;Backa, Norra Backa;1598;1598;0;slutligt_valresultat_valdistrikt_R.xls
2010;rd;14802024;Backa, Bällskär;975;975;0;slutligt_valresultat_valdistrikt_R.xls
2010;rd;14802031;Backa, Bäckebol;964;964;0;slutligt_valresultat_valdistrikt_R.xls
2010;rd;14802032;Backa, Backadalen;1359;1359;0;slutligt_valresultat_valdistrikt_R.xls
2010;rd;14802033;Backa, Selma Lagerlöfs torg;964;964;0;slutligt_valresultat_valdistrikt_R.xls
2010;rd;14802034;Backa, Skälltorp;1614;1614;0;slutligt_valresultat_valdistrikt_R.xls
2010;rd;14802035;Backa, Åketorp;1634;1634;0;slutligt_valresultat_valdistrikt_R.xls
2010;rd;14802041;Backa, Skogome-Sankt Jörgen;1792;1792;0;slutligt_valresultat_valdistrikt_R.xls
2010;rd;14802111;Kärra-Rödbo, Mysterna-Svankällan;1300;1300;0;slutligt_valresultat_valdistrikt_R.xls
2010;rd;14802112;Kärra-Rödbo, Gerrebacka-Ingebäck;1331;1331;0;slutligt_valresultat_valdistrikt_R.xls
2010;rd;14802113;Kärra-Rödbo, Västra Kärra;1193;1193;0;slutligt_valresultat_valdistrikt_R.xls
2010;rd;14802114;Kärra-Rödbo, Norra Kärra;1131;1131;0;slutligt_valresultat_valdistrikt_R.xls
2010;rd;14802115;Kärra-Rödbo, Östra Kärra;1306;1306;0;slutligt_valresultat_valdistrikt_R.xls
2010;rd;14802116;Kärra-Rödbo, Södra Kärra;1264;1264;0;slutligt_valresultat_valdistrikt_R.xls
2010;rd;14802121;Kärra-Rödbo, Rödbo;662;662;0;slutligt_valresultat_valdistrikt_R.xls
2010;rf;14800111;Gunnared, Lövgärdets Centrum;1242;1242;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14800112;Gunnared, Övre Lövgärdet;1638;1638;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14800113;Gunnared, Nedre Lövgärdet;2043;2043;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14800121;Gunnared, Södra Rannebergen;1609;1609;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14800122;Gunnared, Norra Rannebergen;1709;1709;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14800131;Gunnared, Västra Gårdsten;1200;1200;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14800132;Gunnared, Norra Gårdsten;1894;1894;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14800133;Gunnared, Östra Gårdsten;1503;1503;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14800134;Gunnared, Södra Gårdsten;958;958;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14800141;Gunnared, Angereds Centrum;1493;1493;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14800142;Gunnared, Trädgårdsgärdet;1212;1212;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14800211;Lärjedalen, Agnesberg;801;801;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14800221;Lärjedalen, Västra Hammarkullen;1748;1748;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14800222;Lärjedalen, Östra Hammarkullen;1837;1837;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14800223;Lärjedalen, Sandeslätt;1437;1437;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14800231;Lärjedalen, Gunnilse-Linnarhult;1472;1472;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14800251;Lärjedalen, Björsared-Knipared;1467;1467;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14800252;Lärjedalen, Olofstorp;1768;1768;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14800261;Lärjedalen, Södra Hjällbo;896;896;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14800262;Lärjedalen, Skolspåret;1052;1052;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14800263;Lärjedalen, Norra Hjällbo;1368;1368;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14800264;Lärjedalen, Bläsebo;1355;1355;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14800271;Lärjedalen, Eriksbo;1662;1662;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14800311;Kortedala, Gamlestaden;1824;1824;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14800312;Kortedala, Nylöse;1607;1607;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14800313;Kortedala, Kviberg;1728;1728;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14800314;Kortedala, Bellevue;1209;1209;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14800321;Kortedala, Utbynäs;1092;1092;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14800322;Kortedala, Utby;1463;1463;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14800323;Kortedala, Fjällbo;1498;1498;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14800331;Kortedala, Gregorianska gatan m fl;1363;1363;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14800332;Kortedala, Västra Kortedala;1471;1471;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14800333;Kortedala, Östra Kortedala;1679;1679;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14800334;Kortedala, Kortedala Centrum;1478;1478;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14800335;Kortedala, Södra Kortedala;1305;1305;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14800341;Kortedala, Adventsparken;1500;1500;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14800342;Kortedala, Norra Kortedala;1769;1769;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14800343;Kortedala, Månadsgatorna m fl;1672;1672;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14800411;Bergsjön, Gärdsås;997;997;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14800412;Bergsjön, Siriusgatan;1776;1776;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14800413;Bergsjön, Gärdsmosse;1556;1556;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14800414;Bergsjön, Norra Bergsjön;1001;1001;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14800421;Bergsjön, Södra Bergsjön;1446;1446;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14800422;Bergsjön, Östra Bergsjön;1550;1550;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14800423;Bergsjön, Rymdtorget;979;979;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14800424;Bergsjön, Komettorget;1437;1437;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14800511;Härlanda, Härlanda;1223;1223;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14800521;Härlanda, Södra Kålltorp;1640;1640;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14800522;Härlanda, Västra Kålltorp;1065;1065;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14800523;Härlanda, Östra Kålltorp;1074;1074;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14800524;Härlanda, Vidkärr;1391;1391;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14800525;Härlanda, Munkebäck;1701;1701;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14800531;Härlanda, Torpa;1783;1783;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14800532;Härlanda, Fräntorp;1087;1087;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14800541;Härlanda, Södra Björkekärr;1842;1842;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14800542;Härlanda, Västra Björkekärr;1774;1774;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14800543;Härlanda, Norra Björkekärr;859;859;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14800544;Härlanda, Robertshöjd;1750;1750;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14800611;Örgryte, Gubbero;1844;1844;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14800612;Örgryte, Olskroken;1351;1351;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14800613;Örgryte, Redberget;1743;1743;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14800621;Örgryte, Bagaregården;1020;1020;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14800622;Örgryte, Ånäs;1129;1129;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14800631;Örgryte, Strömmensberg;1381;1381;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14800632;Örgryte, Redbergslid;1492;1492;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14800641;Örgryte, Västra Kallebäck;1632;1632;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14800642;Örgryte, Östra Kallebäck;1448;1448;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14800651;Örgryte, Södra Skår;1186;1186;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14800652;Örgryte, Jakobsdal;1335;1335;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14800653;Örgryte, Norra Skår;1107;1107;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14800661;Örgryte, Örgryte;967;967;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14800662;Örgryte, Bö;933;933;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14800671;Örgryte, Torp;1805;1805;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14800681;Örgryte, Överås;1749;1749;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14800682;Örgryte, Gamla Lunden;1479;1479;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14800683;Örgryte, Nobelplatsen;1317;1317;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14800684;Örgryte, Sankt Pauli;1326;1326;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14800685;Örgryte, Nya Lunden-Prästgårdsängen;1598;1598;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14800686;Örgryte, Kärralund;1615;1615;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14800711;Centrum, Burås;1469;1469;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14800712;Centrum, Mossen;1516;1516;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14800713;Centrum, Framnäs;1851;1851;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14800714;Centrum, Olofshöjd;1177;1177;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14800715;Centrum, Krokslätt;1759;1759;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14800716;Centrum, Kristinehöjd;1354;1354;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14800717;Centrum, Getebergsäng;1082;1082;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14800721;Centrum, Nedre Johanneberg;1900;1900;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14800722;Centrum, Övre Johanneberg;1514;1514;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14800723;Centrum, Eklanda;1652;1652;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14800724;Centrum, Södra Johanneberg;1426;1426;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14800731;Centrum, Landalabergen m fl;1747;1747;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14800732;Centrum, Landala;1321;1321;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14800733;Centrum, Landalagången m fl;1004;1004;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14800741;Centrum, Guldheden vattentornet;1545;1545;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14800742;Centrum, Centrala Guldheden;1176;1176;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14800743;Centrum, Norra Guldheden;1415;1415;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14800744;Centrum, Landala Egnahem;1273;1273;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14800745;Centrum, Södra Guldheden;1296;1296;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14800746;Centrum, Doktor Forselius gata m fl;1219;1219;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14800751;Centrum, Lorensberg;1568;1568;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14800761;Centrum, Södra Vasastaden;1648;1648;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14800762;Centrum, Norra Vasastaden;1554;1554;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14800763;Centrum, Valand;1107;1107;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14800764;Centrum, Östra Vasastaden;1497;1497;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14800771;Centrum, Inom Vallgraven;1678;1678;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14800772;Centrum, Nordstan-Otterhällan;1663;1663;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14800781;Centrum, Odinsgatan-Stampen;1589;1589;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14800782;Centrum, Gullbergsvass-Svingeln;1859;1859;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14800783;Centrum, Friggagatan-Stampen;1491;1491;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14800791;Centrum, Hedås-Gårda;1772;1772;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14800792;Centrum, Södra Heden;1452;1452;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14800793;Centrum, Norra Heden-Gårda;1913;1913;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14800811;Linnéstaden, Övre Masthugget;1492;1492;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14800812;Linnéstaden, Stigberget;1525;1525;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14800813;Linnéstaden, Masthuggstorget;1371;1371;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14800814;Linnéstaden, Nedre Masthugget;1323;1323;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14800815;Linnéstaden, Oscar Fredrik;1295;1295;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14800816;Linnéstaden, Vegastaden;1206;1206;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14800817;Linnéstaden, Slottsskogen;1115;1115;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14800821;Linnéstaden, Änggården;1228;1228;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14800831;Linnéstaden, Skansberget;1597;1597;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14800832;Linnéstaden, Haga;1778;1778;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14800841;Linnéstaden, Annedal;1773;1773;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14800842;Linnéstaden, Nilssonsberg;1765;1765;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14800851;Linnéstaden, Linnéplatsen;1046;1046;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14800852;Linnéstaden, Olivedal;1635;1635;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14800853;Linnéstaden, Långgatorna;1665;1665;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14800854;Linnéstaden, Linné;1507;1507;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14800855;Linnéstaden, Risåsen;1207;1207;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14800856;Linnéstaden, Kommendantsängen;1250;1250;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14800857;Linnéstaden, Sveaplan;1351;1351;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14800911;Majorna, Svalebo;1195;1195;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14800912;Majorna, Skytteskogen;1688;1688;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14800913;Majorna, Kungsladugård;1424;1424;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14800914;Majorna, Mariaplan;1301;1301;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14800915;Majorna, Silverkällan;1486;1486;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14800916;Majorna, Klippan;1739;1739;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14800921;Majorna, Sandarne;1720;1720;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14800931;Majorna, Slottsskogsgatan m fl;1747;1747;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14800932;Majorna, Majorna;1334;1334;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14800933;Majorna, Hängmattan;1145;1145;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14800934;Majorna, Gråberget;1639;1639;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14800935;Majorna, Marieberg;1816;1816;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14800936;Majorna, Godhem;1204;1204;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14800941;Majorna, Söderlingska ängen;1373;1373;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14800942;Majorna, Karl Johans torg;1765;1765;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14800943;Majorna, Djurgårdsgatan m fl;1538;1538;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14800944;Majorna, Gatenhielmska;1239;1239;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14801011;Högsbo, Södra Kaverös;1621;1621;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14801012;Högsbo, Norra Kaverös;1831;1831;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14801021;Högsbo, Östra Flatås;1265;1265;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14801022;Högsbo, Västra Flatås;1550;1550;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14801031;Högsbo, Södra Högsbohöjd;1513;1513;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14801032;Högsbo, Norra Högsbohöjd;1476;1476;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14801041;Högsbo, Högsbo;1353;1353;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14801042;Högsbo, Västra Högsbotorp;1396;1396;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14801043;Högsbo, Marklandsgatan m fl;1477;1477;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14801044;Högsbo, Östra Högsbotorp;1348;1348;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14801111;Älvsborg, Södra Fiskebäck;973;973;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14801112;Älvsborg, Norra Fiskebäck;1413;1413;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14801113;Älvsborg, Påvelund;1546;1546;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14801114;Älvsborg, Björnekulla;1451;1451;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14801121;Älvsborg, Långedrag;1520;1520;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14801131;Älvsborg, Tångudden;1314;1314;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14801132;Älvsborg, Nya Varvet;1915;1915;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14801133;Älvsborg, Hagen;1009;1009;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14801141;Älvsborg, Grimmered;1644;1644;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14801142;Älvsborg, Ekebäck;1474;1474;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14801211;Frölunda, Tofta;1105;1105;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14801212;Frölunda, Spinetten;903;903;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14801221;Frölunda, Ruddalen;1871;1871;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14801231;Frölunda, Västra Järnbrott;1402;1402;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14801232;Frölunda, Östra Järnbrott;1369;1369;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14801241;Frölunda, Frölunda torg;1261;1261;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14801242;Frölunda, Gånglåten m fl;1939;1939;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14801243;Frölunda, Frölunda;1039;1039;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14801311;Askim, Hult;1255;1255;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14801312;Askim, Pilegården;1211;1211;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14801313;Askim, Askim;1058;1058;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14801314;Askim, Norra Sisjön;1510;1510;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14801315;Askim, Södra Sisjön;1470;1470;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14801316;Askim, Norra Hovås;1098;1098;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14801321;Askim, Södra Hovås;1007;1007;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14801322;Askim, Trollåsen;1301;1301;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14801331;Askim, Billdal;1825;1825;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14801332;Askim, Nygård;1230;1230;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14801333;Askim, Skintebo;1199;1199;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14801334;Askim, Brottkärr;832;832;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14801335;Askim, Lyckhem;1201;1201;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14801336;Askim, Lindås;1201;1201;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14801411;Tynnered, Bratthammar;1905;1905;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14801421;Tynnered, Beryllgatan-Guldringen;1832;1832;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14801431;Tynnered, Tynnered;2042;2042;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14801441;Tynnered, Korsåsen;1337;1337;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14801442;Tynnered, Ängås;1365;1365;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14801451;Tynnered, Västra Önnered;1340;1340;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14801452;Tynnered, Östra Önnered;1508;1508;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14801461;Tynnered, Grevegården;1297;1297;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14801462;Tynnered, Skattegården;1596;1596;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14801471;Tynnered, Södra Näset;1356;1356;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14801472;Tynnered, Norra Näset;1631;1631;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14801473;Tynnered, Åkered;1469;1469;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14801481;Tynnered, Södra Opaltorget;991;991;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14801482;Tynnered, Norra Opaltorget;1379;1379;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14801511;Södra Skärgården, Donsö-Vrångö;1372;1372;0;slutligt_valresultat_valdistrikt_L.xls
2010;rf;14801512;Södra Skärgården, Styrsö-Köpstadsö;1153;1153;0;slutligt_valresultat_valdistrikt_L.xls
